Sex,Site,State,Year,Rate
Both,Phys-Ob,New York,2005,45.9
Both,Phys-Ob,North Carolina,2005,43.8
Both,Phys-Ob,North Dakota,2005,35.2
Both,Phys-Ob,Ohio,2005,41.2
Both,Phys-Ob,Oklahoma,2005,39.7
Both,Phys-Ob,Oregon,2005,35.2
Both,Phys-Ob,Pennsylvania,2005,49
Both,Phys-Ob,Rhode Island,2005,47.5
Both,Phys-Ob,South Carolina,2005,38
Both,Phys-Ob,South Dakota,2005,43.5
Both,Phys-Ob,Tennessee,2005,42.7
Both,Phys-Ob,Texas,2005,41.3
Both,Phys-Ob,Utah,2005,38.9
Both,Phys-Ob,Vermont,2005,43.2
Both,Phys-Ob,Virginia,2005,36.1
Both,Phys-Ob,Washington,2005,40.9
Both,Phys-Ob,Wisconsin,2005,37.8
Both,Phys-Ob,Alabama,2006,41
Both,Phys-Ob,Alaska,2006,39.6
Both,Phys-Ob,Arizona,2006,41.7
Both,Phys-Ob,Arkansas,2006,37.3
Both,Phys-Ob,California,2006,36.4
Both,Phys-Ob,Colorado,2006,35.6
Both,Phys-Ob,Connecticut,2006,47.8
Both,Phys-Ob,Delaware,2006,49.9
Both,Phys-Ob,District of Columbia,2006,35.3
Both,Phys-Ob,Florida,2006,42.3
Both,Phys-Ob,Georgia,2006,40.3
Both,Phys-Ob,Hawaii,2006,55.5
Both,Phys-Ob,Idaho,2006,48.6
Both,Phys-Ob,Illinois,2006,44.1
Both,Phys-Ob,Indiana,2006,41.6
Both,Phys-Ob,Iowa,2006,42.7
Both,Phys-Ob,Kansas,2006,44.4
Both,Phys-Ob,Kentucky,2006,48.8
Both,Phys-Ob,Louisiana,2006,40.7
Both,Phys-Ob,Maine,2006,48.9
Both,Phys-Ob,Maryland,2006,41.3
Both,Phys-Ob,Massachusetts,2006,51.5
Both,Phys-Ob,Michigan,2006,43
Both,Phys-Ob,Minnesota,2006,41.2
Both,Phys-Ob,Mississippi,2006,44.1
Both,Phys-Ob,Missouri,2006,43.1
Both,Phys-Ob,Montana,2006,38.8
Both,Phys-Ob,Nebraska,2006,41.3
Both,Phys-Ob,Nevada,2006,42.5
Both,Phys-Ob,New Hampshire,2006,46.7
Both,Phys-Ob,New Jersey,2006,48.5
Both,Phys-Ob,New Mexico,2006,44.3
Both,Phys-Ob,New York,2006,46.1
Both,Phys-Ob,North Carolina,2006,44.8
Both,Phys-Ob,North Dakota,2006,45
Both,Phys-Ob,Ohio,2006,44.1
Both,Phys-Ob,Oklahoma,2006,44.3
Both,Phys-Ob,Oregon,2006,38.6
Both,Phys-Ob,Pennsylvania,2006,51.4
Both,Phys-Ob,Rhode Island,2006,53.3
Both,Phys-Ob,South Carolina,2006,40.7
Both,Phys-Ob,South Dakota,2006,38.6
Both,Phys-Ob,Tennessee,2006,45.7
Both,Phys-Ob,Texas,2006,41.2
Both,Phys-Ob,Utah,2006,42.6
Both,Phys-Ob,Vermont,2006,46
Both,Phys-Ob,Virginia,2006,39.3
Both,Phys-Ob,Washington,2006,39.8
Both,Phys-Ob,Wisconsin,2006,40.7
Both,Phys-Ob,Alabama,2007,39.9
Both,Phys-Ob,Alaska,2007,39.1
Both,Phys-Ob,Arizona,2007,42.6
Both,Phys-Ob,Arkansas,2007,42.9
Both,Phys-Ob,California,2007,37.2
Both,Phys-Ob,Colorado,2007,41.1
Both,Phys-Ob,Connecticut,2007,51.6
Both,Phys-Ob,Delaware,2007,48.8
Both,Phys-Ob,District of Columbia,2007,50.1
Both,Phys-Ob,Florida,2007,43.3
Both,Phys-Ob,Georgia,2007,42.2
Both,Phys-Ob,Hawaii,2007,57
Both,Phys-Ob,Idaho,2007,46.1
Both,Phys-Ob,Illinois,2007,45.3
Both,Phys-Ob,Indiana,2007,45.5
Both,Phys-Ob,Iowa,2007,47.5
Both,Phys-Ob,Kansas,2007,50.1
Both,Phys-Ob,Kentucky,2007,53.7
Both,Phys-Ob,Louisiana,2007,40.7
Both,Phys-Ob,Maine,2007,44.7
Both,Phys-Ob,Maryland,2007,42.9
Both,Phys-Ob,Massachusetts,2007,51.5
Both,Phys-Ob,Michigan,2007,46.2
Both,Phys-Ob,Minnesota,2007,41.6
Both,Phys-Ob,Mississippi,2007,43
Both,Phys-Ob,Missouri,2007,46.7
Both,Phys-Ob,Montana,2007,41.3
Both,Phys-Ob,Nebraska,2007,44.9
Both,Phys-Ob,Nevada,2007,37
Both,Phys-Ob,New Hampshire,2007,42.3
Both,Phys-Ob,New Jersey,2007,48.3
Both,Phys-Ob,New Mexico,2007,42.3
Both,Phys-Ob,New York,2007,49.1
Both,Phys-Ob,North Carolina,2007,46.3
Both,Phys-Ob,North Dakota,2007,48.9
Both,Phys-Ob,Ohio,2007,44.2
Both,Phys-Ob,Oklahoma,2007,43.4
Both,Phys-Ob,Oregon,2007,40.5
Both,Phys-Ob,Pennsylvania,2007,52.3
Both,Phys-Ob,Rhode Island,2007,61.6
Both,Phys-Ob,South Carolina,2007,40.1
Both,Phys-Ob,South Dakota,2007,48.6
Both,Phys-Ob,Tennessee,2007,46.2
Both,Phys-Ob,Texas,2007,42
Both,Phys-Ob,Utah,2007,39.6
Both,Phys-Ob,Vermont,2007,52.5
Both,Phys-Ob,Virginia,2007,42.6
Both,Phys-Ob,Washington,2007,39
Both,Phys-Ob,Wisconsin,2007,42
Both,Phys-Ob,Alabama,2008,42.9
Both,Phys-Ob,Alaska,2008,49.9
Both,Phys-Ob,Arizona,2008,48
Both,Phys-Ob,Arkansas,2008,43.4
Both,Phys-Ob,California,2008,39.8
Both,Phys-Ob,Colorado,2008,37.7
Both,Phys-Ob,Connecticut,2008,47.7
Both,Phys-Ob,Delaware,2008,54.2
Both,Phys-Ob,District of Columbia,2008,50.5
Both,Phys-Ob,Florida,2008,43.8
Both,Phys-Ob,Georgia,2008,42.1
Both,Phys-Ob,Hawaii,2008,52.6
Both,Phys-Ob,Idaho,2008,44
Both,Phys-Ob,Illinois,2008,45.3
Both,Phys-Ob,Indiana,2008,44.3
Both,Phys-Ob,Iowa,2008,49.8
Both,Phys-Ob,Kansas,2008,46.7
Both,Phys-Ob,Kentucky,2008,54.3
Both,Phys-Ob,Louisiana,2008,44.2
Both,Phys-Ob,Maine,2008,47
Both,Phys-Ob,Maryland,2008,41.6
Both,Phys-Ob,Massachusetts,2008,55.8
Both,Phys-Ob,Michigan,2008,47.9
Both,Phys-Ob,Minnesota,2008,45
Both,Phys-Ob,Mississippi,2008,46.7
Both,Phys-Ob,Missouri,2008,44.8
Both,Phys-Ob,Montana,2008,47.1
Both,Phys-Ob,Nebraska,2008,44.1
Both,Phys-Ob,Nevada,2008,43.5
Both,Phys-Ob,New Hampshire,2008,50.2
Both,Phys-Ob,New Jersey,2008,50.9
Both,Phys-Ob,New Mexico,2008,42.6
Both,Phys-Ob,New York,2008,52.4
Both,Phys-Ob,North Carolina,2008,45.7
Both,Phys-Ob,North Dakota,2008,40.4
Both,Phys-Ob,Ohio,2008,45.9
Both,Phys-Ob,Oklahoma,2008,47.4
Both,Phys-Ob,Oregon,2008,43.7
Both,Phys-Ob,Pennsylvania,2008,57
Both,Phys-Ob,Rhode Island,2008,52.9
Both,Phys-Ob,South Carolina,2008,43.1
Both,Phys-Ob,South Dakota,2008,47.8
Both,Phys-Ob,Tennessee,2008,46.6
Both,Phys-Ob,Texas,2008,43.6
Both,Phys-Ob,Utah,2008,46.8
Both,Phys-Ob,Vermont,2008,52.4
Both,Phys-Ob,Virginia,2008,42.6
Both,Phys-Ob,Washington,2008,44.1
Both,Phys-Ob,Wisconsin,2008,46
Both,Phys-Ob,Alabama,2009,41.1
Both,Phys-Ob,Alaska,2009,51.6
Both,Phys-Ob,Arizona,2009,48.4
Both,Phys-Ob,Arkansas,2009,41.4
Both,Phys-Ob,California,2009,41
Both,Phys-Ob,Colorado,2009,39.9
Both,Phys-Ob,Connecticut,2009,54.9
Both,Phys-Ob,Delaware,2009,54.2
Both,Phys-Ob,District of Columbia,2009,40.6
Both,Phys-Ob,Florida,2009,44.6
Both,Phys-Ob,Georgia,2009,42.9
Both,Phys-Ob,Hawaii,2009,56.5
Both,Phys-Ob,Idaho,2009,48.3
Both,Phys-Ob,Illinois,2009,47.9
Both,Phys-Ob,Indiana,2009,45.8
Both,Phys-Ob,Iowa,2009,51.2
Both,Phys-Ob,Kansas,2009,51.9
Both,Phys-Ob,Kentucky,2009,51.1
Both,Phys-Ob,Louisiana,2009,45
Both,Phys-Ob,Maine,2009,45.7
Both,Phys-Ob,Maryland,2009,44.3
Both,Phys-Ob,Massachusetts,2009,57.3
Both,Phys-Ob,Michigan,2009,49.6
Both,Phys-Ob,Minnesota,2009,44.3
Both,Phys-Ob,Mississippi,2009,52.4
Both,Phys-Ob,Missouri,2009,47.1
Both,Phys-Ob,Montana,2009,44.8
Both,Phys-Ob,Nebraska,2009,47.4
Both,Phys-Ob,Nevada,2009,47.8
Both,Phys-Ob,New Hampshire,2009,50.6
Both,Phys-Ob,New Jersey,2009,54.9
Both,Phys-Ob,New Mexico,2009,52.1
Both,Phys-Ob,New York,2009,54.5
Both,Phys-Ob,North Carolina,2009,48.7
Both,Phys-Ob,North Dakota,2009,42.5
Both,Phys-Ob,Ohio,2009,48.9
Both,Phys-Ob,Oklahoma,2009,42.4
Both,Phys-Ob,Oregon,2009,43.9
Both,Phys-Ob,Pennsylvania,2009,58.6
Both,Phys-Ob,Rhode Island,2009,61.2
Both,Phys-Ob,South Carolina,2009,41.9
Both,Phys-Ob,South Dakota,2009,52.6
Both,Phys-Ob,Tennessee,2009,51.4
Both,Phys-Ob,Texas,2009,45.2
Both,Phys-Ob,Utah,2009,50.8
Both,Phys-Ob,Vermont,2009,50.9
Both,Phys-Ob,Virginia,2009,45
Both,Phys-Ob,Washington,2009,45.6
Both,Phys-Ob,Wisconsin,2009,45.8
Both,Phys-Ob,Alabama,2010,43.3
Both,Phys-Ob,Alaska,2010,49.7
Both,Phys-Ob,Arizona,2010,50.3
Both,Phys-Ob,Arkansas,2010,44.7
Both,Phys-Ob,California,2010,41.4
Both,Phys-Ob,Colorado,2010,45
Both,Phys-Ob,Connecticut,2010,52.5
Both,Phys-Ob,Delaware,2010,48
Both,Phys-Ob,District of Columbia,2010,59.3
Both,Phys-Ob,Florida,2010,43.9
Both,Phys-Ob,Georgia,2010,40.7
Both,Phys-Ob,Hawaii,2010,60.5
Both,Phys-Ob,Idaho,2010,52.6
Both,Phys-Ob,Illinois,2010,47.5
Both,Phys-Ob,Indiana,2010,47
Both,Phys-Ob,Iowa,2010,46.7
Both,Phys-Ob,Kansas,2010,48.8
Both,Phys-Ob,Kentucky,2010,55.1
Both,Phys-Ob,Louisiana,2010,48.1
Both,Phys-Ob,Maine,2010,48.3
Both,Phys-Ob,Maryland,2010,45.8
Both,Phys-Ob,Massachusetts,2010,53.8
Both,Phys-Ob,Michigan,2010,49.9
Both,Phys-Ob,Minnesota,2010,42.5
Both,Phys-Ob,Mississippi,2010,44.5
Both,Phys-Ob,Missouri,2010,48
Both,Phys-Ob,Montana,2010,48.1
Both,Phys-Ob,Nebraska,2010,48
Both,Phys-Ob,Nevada,2010,44.7
Both,Phys-Ob,New Hampshire,2010,44.9
Both,Phys-Ob,New Jersey,2010,52.2
Both,Phys-Ob,New Mexico,2010,48.3
Both,Phys-Ob,New York,2010,55.1
Both,Phys-Ob,North Carolina,2010,48
Both,Phys-Ob,North Dakota,2010,38
Both,Phys-Ob,Ohio,2010,49.6
Both,Phys-Ob,Oklahoma,2010,43.1
Both,Phys-Ob,Oregon,2010,45.8
Both,Phys-Ob,Pennsylvania,2010,59.9
Both,Phys-Ob,Rhode Island,2010,52.9
Both,Phys-Ob,South Carolina,2010,44.4
Both,Phys-Ob,South Dakota,2010,52.1
Both,Phys-Ob,Tennessee,2010,50.8
Both,Phys-Ob,Texas,2010,44.1
Both,Phys-Ob,Utah,2010,52.1
Both,Phys-Ob,Vermont,2010,43.5
Both,Phys-Ob,Virginia,2010,41.5
Both,Phys-Ob,Washington,2010,45.4
Both,Phys-Ob,Wisconsin,2010,45.3
Both,Phys-Ob,Alabama,2011,43
Both,Phys-Ob,Alaska,2011,41.6
Both,Phys-Ob,Arizona,2011,49.4
Both,Phys-Ob,Arkansas,2011,45.7
Both,Phys-Ob,California,2011,42.7
Both,Phys-Ob,Colorado,2011,44.7
Both,Phys-Ob,Connecticut,2011,57.1
Both,Phys-Ob,Delaware,2011,57.3
Both,Phys-Ob,District of Columbia,2011,53.1
Both,Phys-Ob,Florida,2011,44.3
Both,Phys-Ob,Georgia,2011,44.1
Both,Phys-Ob,Hawaii,2011,62
Both,Phys-Ob,Idaho,2011,44.2
Both,Phys-Ob,Illinois,2011,47.4
Both,Phys-Ob,Indiana,2011,48.2
Both,Phys-Ob,Iowa,2011,46.7
Both,Phys-Ob,Kansas,2011,52.4
Both,Phys-Ob,Kentucky,2011,56
Both,Phys-Ob,Louisiana,2011,49.5
Both,Phys-Ob,Maine,2011,50.4
Both,Phys-Ob,Maryland,2011,45.8
Both,Phys-Ob,Massachusetts,2011,54.6
Both,Phys-Ob,Michigan,2011,48.6
Both,Phys-Ob,Minnesota,2011,48.1
Both,Phys-Ob,Mississippi,2011,47.2
Both,Phys-Ob,Missouri,2011,45.6
Both,Phys-Ob,Montana,2011,44.7
Both,Phys-Ob,Nebraska,2011,42.1
Both,Phys-Ob,Nevada,2011,45.8
Both,Phys-Ob,New Hampshire,2011,52.4
Both,Phys-Ob,New Jersey,2011,52.3
Both,Phys-Ob,New Mexico,2011,49.7
Both,Phys-Ob,New York,2011,55.4
Both,Phys-Ob,North Carolina,2011,48.7
Both,Phys-Ob,North Dakota,2011,43.3
Both,Phys-Ob,Ohio,2011,50.4
Both,Phys-Ob,Oklahoma,2011,44.6
Both,Phys-Ob,Oregon,2011,46.4
Both,Phys-Ob,Pennsylvania,2011,59.6
Both,Phys-Ob,Rhode Island,2011,52.3
Both,Phys-Ob,South Carolina,2011,45.3
Both,Phys-Ob,South Dakota,2011,44.5
Both,Phys-Ob,Tennessee,2011,51.4
Both,Phys-Ob,Texas,2011,45.2
Both,Phys-Ob,Utah,2011,51.4
Both,Phys-Ob,Vermont,2011,47.1
Both,Phys-Ob,Virginia,2011,42.4
Both,Phys-Ob,Washington,2011,45.5
Both,Phys-Ob,Wisconsin,2011,48.7
Both,Phys-Ob,Alabama,2012,45.6
Both,Phys-Ob,Alaska,2012,47.1
Both,Phys-Ob,Arizona,2012,51.6
Both,Phys-Ob,Arkansas,2012,43.6
Both,Phys-Ob,California,2012,43.8
Both,Phys-Ob,Colorado,2012,46.2
Both,Phys-Ob,Connecticut,2012,59.5
Both,Phys-Ob,Delaware,2012,48.3
Both,Phys-Ob,District of Columbia,2012,55.2
Both,Phys-Ob,Florida,2012,46.5
Both,Phys-Ob,Georgia,2012,44.3
Both,Phys-Ob,Hawaii,2012,62
Both,Phys-Ob,Idaho,2012,50.8
Both,Phys-Ob,Illinois,2012,48.5
Both,Phys-Ob,Indiana,2012,47.3
Both,Phys-Ob,Iowa,2012,50.2
Both,Phys-Ob,Kansas,2012,53.3
Both,Phys-Ob,Kentucky,2012,57.1
Both,Phys-Ob,Louisiana,2012,51
Both,Phys-Ob,Maine,2012,53.7
Both,Phys-Ob,Maryland,2012,48.4
Both,Phys-Ob,Massachusetts,2012,56.5
Both,Phys-Ob,Michigan,2012,51.2
Both,Phys-Ob,Minnesota,2012,45.8
Both,Phys-Ob,Mississippi,2012,47.6
Both,Phys-Ob,Missouri,2012,47.8
Both,Phys-Ob,Montana,2012,45.5
Both,Phys-Ob,Nebraska,2012,49.8
Both,Phys-Ob,Nevada,2012,45.1
Both,Phys-Ob,New Hampshire,2012,55.6
Both,Phys-Ob,New Jersey,2012,53.9
Both,Phys-Ob,New Mexico,2012,54.3
Both,Phys-Ob,New York,2012,55.9
Both,Phys-Ob,North Carolina,2012,47.4
Both,Phys-Ob,North Dakota,2012,56
Both,Phys-Ob,Ohio,2012,50.7
Both,Phys-Ob,Oklahoma,2012,48.9
Both,Phys-Ob,Oregon,2012,43.9
Both,Phys-Ob,Pennsylvania,2012,58.6
Both,Phys-Ob,Rhode Island,2012,55.1
Both,Phys-Ob,South Carolina,2012,48.4
Both,Phys-Ob,South Dakota,2012,40.6
Both,Phys-Ob,Tennessee,2012,52.6
Both,Phys-Ob,Texas,2012,47.7
Both,Phys-Ob,Utah,2012,49.4
Both,Phys-Ob,Vermont,2012,52.4
Both,Phys-Ob,Virginia,2012,45.3
Both,Phys-Ob,Washington,2012,46.5
Both,Phys-Ob,Wisconsin,2012,47.2
Both,Phys-Ob,Alabama,2013,41.6
Both,Phys-Ob,Alaska,2013,52.2
Both,Phys-Ob,Arizona,2013,46.7
Both,Phys-Ob,Arkansas,2013,45.4
Both,Phys-Ob,California,2013,42.6
Both,Phys-Ob,Colorado,2013,48
Both,Phys-Ob,Connecticut,2013,56
Both,Phys-Ob,Delaware,2013,58.2
Both,Phys-Ob,District of Columbia,2013,53.3
Both,Phys-Ob,Florida,2013,46.3
Both,Phys-Ob,Georgia,2013,45.2
Both,Phys-Ob,Hawaii,2013,61.7
Both,Phys-Ob,Idaho,2013,46
Both,Phys-Ob,Illinois,2013,50.2
Both,Phys-Ob,Indiana,2013,51.4
Both,Phys-Ob,Iowa,2013,52.1
Both,Phys-Ob,Kansas,2013,52.9
Both,Phys-Ob,Kentucky,2013,58.1
Both,Phys-Ob,Louisiana,2013,51.8
Both,Phys-Ob,Maine,2013,49.7
Both,Phys-Ob,Maryland,2013,47.8
Both,Phys-Ob,Massachusetts,2013,54.9
Both,Phys-Ob,Michigan,2013,50.3
Both,Phys-Ob,Minnesota,2013,47.5
Both,Phys-Ob,Mississippi,2013,50.5
Both,Phys-Ob,Missouri,2013,45.9
Both,Phys-Ob,Montana,2013,45.4
Both,Phys-Ob,Nebraska,2013,51.2
Both,Phys-Ob,Nevada,2013,44.2
Both,Phys-Ob,New Hampshire,2013,51.8
Both,Phys-Ob,New Jersey,2013,55.7
Both,Phys-Ob,New Mexico,2013,48.8
Both,Phys-Ob,New York,2013,59.4
Both,Phys-Ob,North Carolina,2013,49.9
Both,Phys-Ob,North Dakota,2013,50.3
Both,Phys-Ob,Ohio,2013,52.8
Both,Phys-Ob,Oklahoma,2013,52
Both,Phys-Ob,Oregon,2013,48.7
Both,Phys-Ob,Pennsylvania,2013,61.5
Both,Phys-Ob,Rhode Island,2013,56.6
Both,Phys-Ob,South Carolina,2013,46.9
Both,Phys-Ob,South Dakota,2013,47.1
Both,Phys-Ob,Tennessee,2013,49.1
Both,Phys-Ob,Texas,2013,48.4
Both,Phys-Ob,Utah,2013,53.9
Both,Phys-Ob,Vermont,2013,52.5
Both,Phys-Ob,Virginia,2013,48.2
Both,Phys-Ob,Washington,2013,44.9
Both,Phys-Ob,Wisconsin,2013,47.1
Both,Phys-Ob,Alabama,2014,49.5
Both,Phys-Ob,Alaska,2014,47.7
Both,Phys-Ob,Arizona,2014,49
Both,Phys-Ob,Arkansas,2014,56.4
Both,Phys-Ob,California,2014,44.3
Both,Phys-Ob,Colorado,2014,44
Both,Phys-Ob,Connecticut,2014,58
Both,Phys-Ob,Delaware,2014,56.2
Both,Phys-Ob,District of Columbia,2014,54.2
Both,Phys-Ob,Florida,2014,47.7
Both,Phys-Ob,Georgia,2014,46.1
Both,Phys-Ob,Hawaii,2014,52.6
Both,Phys-Ob,Idaho,2014,47.7
Both,Phys-Ob,Illinois,2014,49.4
Both,Phys-Ob,Indiana,2014,50.3
Both,Phys-Ob,Iowa,2014,57.1
Both,Phys-Ob,Kansas,2014,54.6
Both,Phys-Ob,Kentucky,2014,65.3
Both,Phys-Ob,Louisiana,2014,56
Both,Phys-Ob,Maine,2014,55.3
Both,Phys-Ob,Maryland,2014,49.5
Both,Phys-Ob,Massachusetts,2014,60.8
Both,Phys-Ob,Michigan,2014,51.3
Both,Phys-Ob,Minnesota,2014,51.3
Both,Phys-Ob,Mississippi,2014,54.5
Both,Phys-Ob,Missouri,2014,49.7
Both,Phys-Ob,Montana,2014,51.6
Both,Phys-Ob,Nebraska,2014,49.4
Both,Phys-Ob,Nevada,2014,48.1
Both,Phys-Ob,New Hampshire,2014,55.1
Both,Phys-Ob,New Jersey,2014,54.6
Both,Phys-Ob,New Mexico,2014,58.4
Both,Phys-Ob,New York,2014,59.1
Both,Phys-Ob,North Carolina,2014,49.7
Both,Phys-Ob,North Dakota,2014,60.3
Both,Phys-Ob,Ohio,2014,53.1
Both,Phys-Ob,Oklahoma,2014,52
Both,Phys-Ob,Oregon,2014,50.3
Both,Phys-Ob,Pennsylvania,2014,58.6
Both,Phys-Ob,Rhode Island,2014,59.3
Both,Phys-Ob,South Carolina,2014,49.7
Both,Phys-Ob,South Dakota,2014,53.5
Both,Phys-Ob,Tennessee,2014,51.8
Both,Phys-Ob,Texas,2014,48.7
Both,Phys-Ob,Utah,2014,53
Both,Phys-Ob,Vermont,2014,52.3
Both,Phys-Ob,Virginia,2014,46.4
Both,Phys-Ob,Washington,2014,46.1
Both,Phys-Ob,Wisconsin,2014,50.9
Both,Phys-Ob,Alabama,2015,49.7
Both,Phys-Ob,Alaska,2015,48.9
Both,Phys-Ob,Arizona,2015,47.7
Both,Phys-Ob,Arkansas,2015,60.8
Both,Phys-Ob,California,2015,46.9
Both,Phys-Ob,Colorado,2015,47
Both,Phys-Ob,Connecticut,2015,53.8
Both,Phys-Ob,Delaware,2015,57.5
Both,Phys-Ob,District of Columbia,2015,48.6
Both,Phys-Ob,Florida,2015,50.5
Both,Phys-Ob,Georgia,2015,50.8
Both,Phys-Ob,Hawaii,2015,59.1
Both,Phys-Ob,Idaho,2015,50.8
Both,Phys-Ob,Illinois,2015,53.6
Both,Phys-Ob,Indiana,2015,55.7
Both,Phys-Ob,Iowa,2015,52.1
Both,Phys-Ob,Kansas,2015,54.6
Both,Phys-Ob,Kentucky,2015,69
Both,Phys-Ob,Louisiana,2015,55.3
Both,Phys-Ob,Maine,2015,51
Both,Phys-Ob,Maryland,2015,49.1
Both,Phys-Ob,Massachusetts,2015,58.5
Both,Phys-Ob,Michigan,2015,51.4
Both,Phys-Ob,Minnesota,2015,50
Both,Phys-Ob,Mississippi,2015,53.8
Both,Phys-Ob,Missouri,2015,51.8
Both,Phys-Ob,Montana,2015,47.8
Both,Phys-Ob,Nebraska,2015,56.7
Both,Phys-Ob,Nevada,2015,47.9
Both,Phys-Ob,New Hampshire,2015,57.4
Both,Phys-Ob,New Jersey,2015,55
Both,Phys-Ob,New Mexico,2015,58.7
Both,Phys-Ob,New York,2015,60.5
Both,Phys-Ob,North Carolina,2015,53.6
Both,Phys-Ob,North Dakota,2015,56.3
Both,Phys-Ob,Ohio,2015,57
Both,Phys-Ob,Oklahoma,2015,57.6
Both,Phys-Ob,Oregon,2015,49.5
Both,Phys-Ob,Pennsylvania,2015,64.1
Both,Phys-Ob,Rhode Island,2015,58.1
Both,Phys-Ob,South Carolina,2015,48.4
Both,Phys-Ob,South Dakota,2015,46.4
Both,Phys-Ob,Tennessee,2015,56.5
Both,Phys-Ob,Texas,2015,49.7
Both,Phys-Ob,Utah,2015,58.4
Both,Phys-Ob,Vermont,2015,50.2
Both,Phys-Ob,Virginia,2015,44.7
Both,Phys-Ob,Washington,2015,45.8
Both,Phys-Ob,Wisconsin,2015,52.6
Both,Phys-Ob,Alabama,2016,53.5
Both,Phys-Ob,Alaska,2016,54.9
Both,Phys-Ob,Arizona,2016,51.4
Both,Phys-Ob,Arkansas,2016,57.5
Both,Phys-Ob,California,2016,45.8
Both,Phys-Ob,Colorado,2016,47.4
Both,Phys-Ob,Connecticut,2016,54.7
Both,Phys-Ob,Delaware,2016,64
Both,Phys-Ob,District of Columbia,2016,50.2
Both,Phys-Ob,Florida,2016,50
Both,Phys-Ob,Georgia,2016,49.4
Both,Phys-Ob,Hawaii,2016,56.7
Both,Phys-Ob,Idaho,2016,50.7
Both,Phys-Ob,Illinois,2016,53.6
Both,Phys-Ob,Indiana,2016,53.1
Both,Phys-Ob,Iowa,2016,57.6
Both,Phys-Ob,Kansas,2016,57.7
Both,Phys-Ob,Kentucky,2016,66.3
Both,Phys-Ob,Louisiana,2016,52
Both,Phys-Ob,Maine,2016,51.6
Both,Phys-Ob,Maryland,2016,50
Both,Phys-Ob,Massachusetts,2016,54.6
Both,Phys-Ob,Michigan,2016,54.7
Both,Phys-Ob,Minnesota,2016,48.2
Both,Phys-Ob,Mississippi,2016,57.5
Both,Phys-Ob,Missouri,2016,53.7
Both,Phys-Ob,Montana,2016,50
Both,Phys-Ob,Nebraska,2016,55.7
Both,Phys-Ob,Nevada,2016,43.6
Both,Phys-Ob,New Hampshire,2016,55.2
Both,Phys-Ob,New Jersey,2016,56
Both,Phys-Ob,New Mexico,2016,54.9
Both,Phys-Ob,New York,2016,58.9
Both,Phys-Ob,North Carolina,2016,52.7
Both,Phys-Ob,North Dakota,2016,53.3
Both,Phys-Ob,Ohio,2016,56.8
Both,Phys-Ob,Oklahoma,2016,55.8
Both,Phys-Ob,Oregon,2016,45.9
Both,Phys-Ob,Pennsylvania,2016,61.9
Both,Phys-Ob,Rhode Island,2016,54
Both,Phys-Ob,South Carolina,2016,48.3
Both,Phys-Ob,South Dakota,2016,54.9
Both,Phys-Ob,Tennessee,2016,54.9
Both,Phys-Ob,Texas,2016,49.8
Both,Phys-Ob,Utah,2016,51.4
Both,Phys-Ob,Vermont,2016,50.8
Both,Phys-Ob,Virginia,2016,49.3
Both,Phys-Ob,Washington,2016,46.9
Both,Phys-Ob,Wisconsin,2016,50
Both,Phys-Ob,Alabama,2017,50.8
Both,Phys-Ob,Alaska,2017,53.5
Both,Phys-Ob,Arizona,2017,50.7
Both,Phys-Ob,Arkansas,2017,54.8
Both,Phys-Ob,California,2017,47
Both,Phys-Ob,Colorado,2017,45.6
Both,Phys-Ob,Connecticut,2017,60.4
Both,Phys-Ob,Delaware,2017,56
Both,Phys-Ob,District of Columbia,2017,43.3
Both,Phys-Ob,Florida,2017,49.1
Both,Phys-Ob,Georgia,2017,48.5
Both,Phys-Ob,Hawaii,2017,61.3
Both,Phys-Ob,Idaho,2017,44.3
Both,Phys-Ob,Illinois,2017,50.8
Both,Phys-Ob,Indiana,2017,55
Both,Phys-Ob,Iowa,2017,53.5
Both,Phys-Ob,Kansas,2017,53.8
Both,Phys-Ob,Kentucky,2017,62.4
Both,Phys-Ob,Louisiana,2017,56.4
Both,Phys-Ob,Maine,2017,50.9
Both,Phys-Ob,Maryland,2017,46.7
Both,Phys-Ob,Massachusetts,2017,50.7
Both,Phys-Ob,Michigan,2017,50.7
Both,Phys-Ob,Minnesota,2017,50.9
Both,Phys-Ob,Mississippi,2017,50
Both,Phys-Ob,Missouri,2017,51.7
Both,Phys-Ob,Montana,2017,52.8
Both,Phys-Ob,Nebraska,2017,56.4
Both,Phys-Ob,Nevada,2017,53.7
Both,Phys-Ob,New Hampshire,2017,47.6
Both,Phys-Ob,New Jersey,2017,53.5
Both,Phys-Ob,New Mexico,2017,51.4
Both,Phys-Ob,New York,2017,57.9
Both,Phys-Ob,North Carolina,2017,49.6
Both,Phys-Ob,North Dakota,2017,54.1
Both,Phys-Ob,Ohio,2017,56.5
Both,Phys-Ob,Oklahoma,2017,49.5
Both,Phys-Ob,Oregon,2017,46.6
Both,Phys-Ob,Pennsylvania,2017,58.5
Both,Phys-Ob,Rhode Island,2017,47.7
Both,Phys-Ob,South Carolina,2017,49.2
Both,Phys-Ob,South Dakota,2017,51
Both,Phys-Ob,Tennessee,2017,54.6
Both,Phys-Ob,Texas,2017,49.7
Both,Phys-Ob,Utah,2017,50.6
Both,Phys-Ob,Vermont,2017,50.2
Both,Phys-Ob,Virginia,2017,46.1
